Obesity Prevalence,,,Year 2013,Year 2013,Year 2012,Year 2012,Year 2004,Year 2004
State,FIPS Codes,County,number,percent,number,percent,number,percent
Ohio,39025,Clermont County,44443,30.3,42583,29.3,33020,24.6
Ohio,39027,Clinton County,10475,34.3,10648,34.8,7444,24.5
Ohio,39029,Columbiana County,26882,33,26255,32.2,20940,25.1
Ohio,39031,Coshocton County,9368,34.3,9203,33.7,7010,25.8
Ohio,39033,Crawford County,10319,32,10387,32.1,8515,25
Ohio,39035,Cuyahoga County,286577,30,272476,28.6,260500,26.4
Ohio,39037,Darke County,12417,32.3,11724,30.5,10170,26.1
Ohio,39039,Defiance County,9314,32.9,8934,31.5,7224,25.4
Ohio,39041,Delaware County,36268,28.1,34031,27.1,24500,24
Ohio,39043,Erie County,20609,35.4,18273,31.4,15200,25.8
Ohio,39045,Fairfield County,35323,32.6,33106,31.1,25890,26.2
Ohio,39047,Fayette County,7121,33.4,6879,32.4,5317,25.7
Ohio,39049,Franklin County,265118,29.7,256280,29.2,193200,24.7
Ohio,39051,Fulton County,11369,36.7,10140,32.8,7567,24.8
Ohio,39053,Gallia County,7331,32.3,7139,31.3,6025,26
Ohio,39055,Geauga County,18488,27,18737,27.6,18470,27.2
Ohio,39057,Greene County,38373,31.3,34931,28.5,28600,25.9
Ohio,39059,Guernsey County,10794,36.4,10811,36.4,7520,25
Ohio,39061,Hamilton County,173510,29.2,170877,28.9,149200,25.4
Ohio,39063,Hancock County,17680,31.4,16887,30.2,13660,25.5
Ohio,39065,Hardin County,8054,35.2,7821,34.2,5737,24.7
Ohio,39067,Harrison County,3646,30.3,3542,29.4,3038,25.1
Ohio,39069,Henry County,6045,29.2,6222,30.2,5279,24.9
Ohio,39071,Highland County,10169,32.1,10621,33.7,8169,26.6
Ohio,39073,Hocking County,7979,37.5,7463,34,5657,26.4
Ohio,39075,Holmes County,8667,31.2,7720,28.2,6404,24.5
Ohio,39077,Huron County,14206,33.3,14327,33.5,10690,25.1
Ohio,39079,Jackson County,9050,37.4,8911,36.8,6096,24.9
Ohio,39081,Jefferson County,19278,36.6,17763,33.6,14510,26.5
Ohio,39083,Knox County,12261,27.6,15111,34.2,10330,24.6
Ohio,39085,Lake County,46928,26.7,46151,26.4,39360,22.7
Ohio,39087,Lawrence County,18078,38.8,18101,38.9,12910,27.7
Ohio,39089,Licking County,38771,31.4,35968,29.3,28840,26.1
Ohio,39091,Logan County,11471,34.3,10376,31.2,8375,24.8
Ohio,39093,Lorain County,65636,29.2,66646,29.9,52900,24.9
Ohio,39095,Lucas County,110353,34.2,104612,32.4,89200,27.7
Ohio,39097,Madison County,9738,29.6,9327,28.6,7576,25.1
Ohio,39099,Mahoning County,56406,31.3,55348,30.6,51320,27
Ohio,39101,Marion County,18108,35.8,17181,33.9,13420,27.3
Ohio,39103,Medina County,37522,29.1,36789,28.9,29930,25.1
Ohio,39105,Meigs County,6108,34.3,6179,34.6,4362,25.1
Ohio,39107,Mercer County,8174,27.9,8429,28.7,7149,24.9
Ohio,39109,Miami County,26290,34.1,24120,31.5,18710,25.3
Ohio,39111,Monroe County,4141,36.8,4062,36.1,2840,25
Ohio,39113,Montgomery County,133387,33.3,124376,31,108400,26.9
Ohio,39115,Morgan County,4137,36.7,3737,33.3,2783,25.2
Ohio,39117,Morrow County,9452,36.9,9381,36.9,6217,25.1
Ohio,39119,Muskingum County,19832,31.2,20658,32.5,15630,25.2
Ohio,39121,Noble County,3882,33.5,3794,32.9,2855,26.1
Ohio,39123,Ottawa County,9825,30.6,9853,30.6,7755,24.4
Ohio,39125,Paulding County,4207,29.9,4226,29.9,3667,25.7
Ohio,39127,Perry County,9530,36.3,9282,35.5,6410,25.6
Ohio,39129,Pickaway County,14387,34,15083,35.9,9985,25.9
Ohio,39131,Pike County,7488,35.8,6526,31.2,5033,24.6
Ohio,39133,Portage County,35420,29,34796,28.5,28230,24.7
Ohio,39135,Preble County,9090,29.3,10024,32.3,7713,24.6
Ohio,39137,Putnam County,8640,35.2,8169,33.3,5792,23.8
Ohio,39139,Richland County,30416,32.8,30550,33,23590,24.9
Ohio,39141,Ross County,19757,33.7,21342,36.3,14850,26.4
Ohio,39143,Sandusky County,14982,33.5,14453,32.4,11370,25.3
Ohio,39145,Scioto County,21765,37,21440,36.3,14920,26.3
Ohio,39147,Seneca County,14443,35.1,14365,34.9,10900,26
Ohio,39149,Shelby County,11110,31.8,11277,32.3,8371,24.6
Ohio,39151,Stark County,86662,30.7,86681,30.8,74150,26.4
Ohio,39153,Summit County,126193,30.8,118871,29.2,111100,27.7
Ohio,39155,Trumbull County,51625,32.6,52231,33,42770,26
Ohio,39157,Tuscarawas County,24252,35,23846,34.6,17840,26.2
Ohio,39159,Union County,13081,34.2,12103,32.2,8250,25.9
Ohio,39161,Van Wert County,7991,37.9,7750,36.7,5597,26.2
Ohio,39163,Vinton County,3325,33.6,3071,31.3,2452,25.3
Ohio,39165,Warren County,47006,29.9,44120,28.6,34210,25.1
Ohio,39167,Washington County,16425,34.8,15694,33.2,11730,24.9
Ohio,39169,Wayne County,25211,30.3,22598,27.3,19960,24.8
Ohio,39171,Williams County,10024,35.9,9535,34.1,7354,25.8
Ohio,39173,Wood County,29434,30.9,28978,30.6,22180,24.6
Ohio,39175,Wyandot County,5980,35.8,5874,35.2,4337,25.8
Oklahoma,40001,Adair County,6063,38.6,5986,38.2,4533,30.5
Oklahoma,40003,Alfalfa County,1650,36,1576,34.7,1270,26.8
Oklahoma,40005,Atoka County,3547,34.3,3756,35.9,3121,28.8
Oklahoma,40007,Beaver County,1556,38.9,1444,35.7,1054,26.3
Oklahoma,40009,Beckham County,6076,35.5,5684,33.5,3471,25.8
Oklahoma,40011,Blaine County,2702,38.4,2685,37.9,2936,29.6
Oklahoma,40013,Bryan County,10587,32.5,11221,34.9,7157,25.9
Oklahoma,40015,Caddo County,7898,37,7745,36.2,6216,29.2
Oklahoma,40017,Canadian County,31426,35,29743,34.2,17180,24.9
Oklahoma,40019,Carter County,11382,32.3,11271,32.4,8953,26.1
Oklahoma,40021,Cherokee County,12368,35.5,12089,34.8,9201,29.2
Oklahoma,40023,Choctaw County,4023,36.2,3841,34.2,2972,26.6
Oklahoma,40025,Cimarron County,568,32.8,546,30.7,519.7,25
Oklahoma,40027,Cleveland County,60011,30.1,58428,29.9,37270,22.8
Oklahoma,40029,Coal County,1511,35.6,1542,35.9,1225,28.7
Oklahoma,40031,Comanche County,31344,34.8,31730,34.9,20480,26.6
Oklahoma,40033,Cotton County,1650,36.2,1632,35.7,1245,25.8
Oklahoma,40035,Craig County,3039,27.4,3349,30.1,3162,28.4
Oklahoma,40037,Creek County,19124,36.8,18362,35.5,13410,27
Oklahoma,40039,Custer County,6504,30.9,6139,29.8,4612,25.1
Oklahoma,40041,Delaware County,10576,33.4,10510,33.4,8065,27.6
Oklahoma,40043,Dewey County,1239,35.5,1179,33.9,912.3,25.6
Oklahoma,40045,Ellis County,950,31,950,31.7,771.3,25
Oklahoma,40047,Garfield County,16572,36.7,15921,35.8,10970,26.1
Oklahoma,40049,Garvin County,6770,33.8,7102,35.6,5394,26.7
Oklahoma,40051,Grady County,13615,34.8,12837,33.2,9238,26.3
Oklahoma,40053,Grant County,1227,36.4,1233,36.7,961.1,26.6
Oklahoma,40055,Greer County,1580,32.7,1553,32.2,1183,25.3
Oklahoma,40057,Harmon County,770,36.8,766,36.8,551.6,25.1
Oklahoma,40059,Harper County,971,35,941,34.9,662.9,25.4
Oklahoma,40061,Haskell County,3662,38.5,3368,35.6,2389,27
Oklahoma,40063,Hughes County,3391,32.3,3789,35.9,2690,25.4
Oklahoma,40065,Jackson County,6388,34.1,5736,30.7,4778,25.9
Oklahoma,40067,Jefferson County,1702,36,1688,35.4,1294,26.6
Oklahoma,40069,Johnston County,3165,39.2,3151,39.3,2196,28.9
Oklahoma,40071,Kay County,9788,29.7,9480,28.7,8547,25.4
Oklahoma,40073,Kingfisher County,3484,32.1,3123,29.1,2763,26.7
Oklahoma,40075,Kiowa County,2131,30.8,2110,30.3,2216,30.2
Oklahoma,40077,Latimer County,2597,32.6,2862,35.5,2164,28.2
Oklahoma,40079,Le Flore County,14316,39.1,14391,39.3,9929,28
Oklahoma,40081,Lincoln County,9731,38.8,9265,37.2,6267,26.8
Oklahoma,40083,Logan County,10015,31.4,10163,32.4,7278,27.4
Oklahoma,40085,Love County,2362,33.5,2427,34.6,1882,28
Oklahoma,40087,McClain County,8224,31.5,7691,30.4,5337,25.1
Oklahoma,40089,McCurtain County,8410,35.3,8134,34.1,7186,29.9
Oklahoma,40091,McIntosh County,6037,37.9,5650,35.5,4040,26.6
Oklahoma,40093,Major County,1776,31.6,1798,31.9,1510,26.9
Oklahoma,40095,Marshall County,4272,36.1,3932,33.6,2893,27.5
Oklahoma,40097,Mayes County,10367,34.7,10513,35.4,8040,28.2
Oklahoma,40099,Murray County,4033,39.7,3899,38.3,2430,25.3
Oklahoma,40101,Muskogee County,19115,37.4,17692,34.6,14380,28
Oklahoma,40103,Noble County,2760,32.8,2846,33.5,2115,25.6
Oklahoma,40105,Nowata County,2845,36.4,2762,35.1,2162,27.5
Oklahoma,40107,Okfuskee County,2820,31,2871,31.7,2428,27.8
Oklahoma,40109,Oklahoma County,169976,31.2,161247,30.1,117300,24
Oklahoma,40111,Okmulgee County,10950,38,10774,37.4,8083,28.3
Oklahoma,40113,Osage County,12362,34.5,12997,36.5,9925,29.7
Oklahoma,40115,Ottawa County,8609,37.1,7637,32.8,6666,28.1
Oklahoma,40117,Pawnee County,4118,33.9,4113,33.9,3465,28.2
Oklahoma,40119,Payne County,16990,28.9,17137,29.6,12590,24
Oklahoma,40121,Pittsburg County,10952,32.4,11079,32.6,10130,30.2
Oklahoma,40123,Pontotoc County,9907,35.6,10045,36.4,6883,26.8
Oklahoma,40125,Pottawatomie County,17696,34.2,18640,36.4,13560,27.6
Oklahoma,40127,Pushmataha County,2589,30.3,2653,31.2,2367,27.4
Oklahoma,40129,Roger Mills County,893,32.8,852,31.3,669.2,27
Oklahoma,40131,Rogers County,21140,32.7,20407,32,14300,25.2
Oklahoma,40133,Seminole County,6667,36.4,6574,36,4633,26.2
Oklahoma,40135,Sequoyah County,9822,32.5,11311,37.4,8257,28.3
Oklahoma,40137,Stephens County,11279,34,10879,32.8,8491,26.6
Oklahoma,40139,Texas County,4991,32.7,4641,31.3,3351,24.2
Oklahoma,40141,Tillman County,1878,33.4,1951,34.3,1657,26.2
Oklahoma,40143,Tulsa County,132758,29.6,133494,30.2,94910,23.3
Oklahoma,40145,Wagoner County,18280,33.5,18493,34.3,12360,27.3
Oklahoma,40147,Washington County,12690,33.2,11148,29.3,9212,25.2
Oklahoma,40149,Washita County,3420,40.6,3451,41.4,2320,27.3
Oklahoma,40151,Woods County,2286,33.4,2164,32.3,1657,25
Oklahoma,40153,Woodward County,5944,38.6,5811,38.6,3840,27.4
Oregon,41001,Baker County,3399,26.9,3242,26.1,2780,22.3
Oregon,41003,Benton County,14351,21.6,13058,19.7,11480,19.5
Oregon,41005,Clackamas County,73845,25.3,73088,25.5,57520,21.7
Oregon,41007,Clatsop County,8909,30.7,8432,29,7171,26.4
Oregon,41009,Columbia County,12489,33.8,11813,32.1,10400,30.4
Oregon,41011,Coos County,15103,30.4,14064,28.3,11970,24.4
Oregon,41013,Crook County,4178,25.7,4267,26.5,3835,24.3
Oregon,41015,Curry County,5514,29.9,5338,29,3680,20.8
Oregon,41017,Deschutes County,30436,24.1,28551,23.3,18860,18.8
Oregon,41019,Douglas County,25940,31,25920,31,20460,26.3
Oregon,41021,Gilliam County,416,27.2,422,27.4,332.8,23.6
Oregon,41023,Grant County,1716,29.6,1504,25.9,1326,24
Oregon,41025,Harney County,1744,31.7,1676,30.4,1330,25.5
Oregon,41027,Hood River County,4364,26.5,3986,24.5,3367,22.6
Oregon,41029,Jackson County,40700,25.6,39562,25.1,29350,20.4
Oregon,41031,Jefferson County,5204,32.5,4736,31.1,3101,22.7
Oregon,41033,Josephine County,17688,27.1,16990,26.3,13730,22.6
Oregon,41035,Klamath County,14920,29.9,14486,29,12670,26.8
Oregon,41037,Lake County,1749,28,1970,31.9,1449,26
Oregon,41039,Lane County,75473,27.4,74744,27.3,60500,24.2
Oregon,41041,Lincoln County,10679,28.5,10414,27.9,9038,25.7
Oregon,41043,Linn County,29623,33.6,28400,32.3,22520,28.8
Oregon,41045,Malheur County,6303,28.5,6276,28.5,5659,25.8
Oregon,41047,Marion County,78581,34.1,76240,33.3,55820,26.3
Oregon,41049,Morrow County,2419,30.9,2142,27.4,1942,24.4
Oregon,41051,Multnomah County,127429,21.3,120906,20.5,100500,20
Oregon,41053,Polk County,19241,34.5,18801,34,11730,23.7
Oregon,41055,Sherman County,369,27.1,375,27.5,300.4,23.6
Oregon,41057,Tillamook County,5744,28.8,5417,27.3,4360,22.7
Oregon,41059,Umatilla County,17506,31.8,17567,32.1,14010,27
Oregon,41061,Union County,5200,27.3,5198,27.1,3981,22.2
Oregon,41063,Wallowa County,1324,24.3,1369,25,1177,22.1
Oregon,41065,Wasco County,4900,25.5,5148,26.9,4491,26
Oregon,41067,Washington County,97705,24,97101,24.4,70090,20.2
Oregon,41069,Wheeler County,306,27.2,302,26.5,286.2,24.8
Oregon,41071,Yamhill County,20394,27.8,21722,29.9,16420,25.3
Pennsylvania,42001,Adams County,24175,31.4,24651,32.2,19060,26.2
Pennsylvania,42003,Allegheny County,256846,26.7,247516,25.8,206600,21.8
Pennsylvania,42005,Armstrong County,19101,35.9,17856,33.4,15020,27.4
Pennsylvania,42007,Beaver County,39415,29.7,40268,30.4,33860,25
Pennsylvania,42009,Bedford County,12751,33.7,13191,34.8,10250,27
Pennsylvania,42011,Berks County,98254,32.2,93501,30.8,73450,25.6
Pennsylvania,42013,Blair County,32107,33.1,32942,33.8,24340,25.3
Pennsylvania,42015,Bradford County,15339,32.5,15493,32.7,12260,26.5
Pennsylvania,42017,Bucks County,122073,25.7,124282,26.3,94410,20.8
Pennsylvania,42019,Butler County,40031,28.5,40202,28.8,34670,25.9
Pennsylvania,42021,Cambria County,31170,28.9,32084,29.2,28770,25.1
Pennsylvania,42023,Cameron County,1093,27.9,1091,27.6,1193,27.8
Pennsylvania,42025,Carbon County,17691,35,18141,35.9,11680,24.7
Pennsylvania,42027,Centre County,32429,26.6,30255,25.3,26090,24.1
Pennsylvania,42029,Chester County,86038,23,88040,23.9,62110,18.4
Pennsylvania,42031,Clarion County,10178,33.8,9997,33,7692,25
Pennsylvania,42033,Clearfield County,23716,36.8,21074,32.9,18250,28.6
Pennsylvania,42035,Clinton County,9637,32.4,9301,31.5,7526,26.7
Pennsylvania,42037,Columbia County,19416,37.9,17816,34.9,12900,26.1
Pennsylvania,42039,Crawford County,22704,34.5,22456,34.1,17000,25.6
Pennsylvania,42041,Cumberland County,50783,27.6,48059,26.4,41140,24.6
Pennsylvania,42043,Dauphin County,66178,32.5,62193,30.7,49020,26.2
Pennsylvania,42045,Delaware County,99788,24,103650,25.1,97450,24.3
Pennsylvania,42047,Elk County,6971,28.5,6748,27.5,6848,26.6
Pennsylvania,42049,Erie County,65113,31.2,64124,30.7,50470,24.6
Pennsylvania,42051,Fayette County,40627,38.5,38349,36.2,34450,30.6
Pennsylvania,42053,Forest County,2188,32.1,2255,33.3,1195,26.6
Pennsylvania,42055,Franklin County,36516,32.2,33735,30,26520,26.3
Pennsylvania,42057,Fulton County,3526,31.6,3684,32.9,2646,24.2
Pennsylvania,42059,Greene County,9844,33.4,9719,32.9,8776,28.6
Pennsylvania,42061,Huntingdon County,10521,29.4,10519,29.5,10180,28.9
Pennsylvania,42063,Indiana County,25042,37.2,24261,36.1,15510,22.8
Pennsylvania,42065,Jefferson County,10833,31.5,9925,29,9643,27.8
Pennsylvania,42067,Juniata County,6477,34.7,6205,33.2,4602,26.5
Pennsylvania,42069,Lackawanna County,51539,31.3,49486,30,38570,24.1
Pennsylvania,42071,Lancaster County,113311,29.3,112721,29.4,84300,24.2
Pennsylvania,42073,Lawrence County,23551,34.3,22340,32.5,17440,24.9
Pennsylvania,42075,Lebanon County,29849,29.5,31375,31.1,24540,26.3
Pennsylvania,42077,Lehigh County,79745,30.1,75128,28.5,58100,24.1
Pennsylvania,42079,Luzerne County,71889,28.9,72551,29.1,61080,25.3
Pennsylvania,42081,Lycoming County,28149,31.5,26841,29.9,23330,26.3
Pennsylvania,42083,McKean County,10454,31.9,10271,31.1,8751,26.1
Pennsylvania,42085,Mercer County,27918,31.7,29330,33.4,24570,27.4
Pennsylvania,42087,Mifflin County,11244,32,11179,31.8,9357,27.2
Pennsylvania,42089,Monroe County,35958,28.8,33632,27,29600,25.9
Pennsylvania,42091,Montgomery County,151104,24.6,145519,23.9,113800,19.8
Pennsylvania,42093,Montour County,4647,32.5,4574,32.2,3580,26.7
Pennsylvania,42095,Northampton County,64995,28.6,63637,28.1,53830,25.4
Pennsylvania,42097,Northumberland County,25893,35.3,25039,34,20610,28.7
Pennsylvania,42099,Perry County,11385,33,11307,32.9,9067,27.4
Pennsylvania,42101,Philadelphia County,346306,29.8,336784,29.2,284900,27.1
Pennsylvania,42103,Pike County,12660,29.1,12741,29.4,9542,23.9
Pennsylvania,42105,Potter County,4321,32.4,4344,32.4,3341,25.4
Pennsylvania,42107,Schuylkill County,40383,35.1,40042,34.7,26800,23.2
Pennsylvania,42109,Snyder County,9625,32.5,9581,32.6,7105,25.4
Pennsylvania,42111,Somerset County,23045,37.7,21082,34.5,16510,26.9
Pennsylvania,42113,Sullivan County,1649,31.1,1710,32.2,1334,27
Pennsylvania,42115,Susquehanna County,10040,30.4,10612,32.1,7777,24.9
Pennsylvania,42117,Tioga County,9824,30.3,10045,31,8578,27.5
Pennsylvania,42119,Union County,9711,28.2,10220,29.4,9224,28
Pennsylvania,42121,Venango County,14488,34.7,14220,34,9749,23.1
Pennsylvania,42123,Warren County,10736,33.6,10571,33,7654,23.8
Pennsylvania,42125,Washington County,45604,28.3,46251,28.8,44320,28.2
Pennsylvania,42127,Wayne County,13675,33.1,13458,32.8,8575,22.8
Pennsylvania,42129,Westmoreland County,85310,30,80888,28.4,76160,26.8
Pennsylvania,42131,Wyoming County,7204,33.4,7062,32.8,5402,26
Pennsylvania,42133,York County,109593,33.3,104105,31.9,75820,25.4
Rhode Island,44001,Bristol County,8620,22.9,7908,21.3,6880,17.5
Rhode Island,44003,Kent County,37245,28.8,35631,27.7,25780,19.6
Rhode Island,44005,Newport County,14898,23.1,13870,21.7,10830,16.8
Rhode Island,44007,Providence County,134097,28.2,130398,27.6,98750,20.9
Rhode Island,44009,Washington County,23060,23.9,22796,23.9,16170,16.7
South Carolina,45001,Abbeville County,6634,35.2,6425,34.2,5022,26.3
South Carolina,45003,Aiken County,39446,31.9,39222,32,29670,27.3
South Carolina,45005,Allendale County,3144,41.1,3106,40.4,2489,31.6
South Carolina,45007,Anderson County,47887,33.9,45955,32.8,35310,27.6
South Carolina,45009,Bamberg County,4610,40.3,4790,41.1,3590,31.5
South Carolina,45011,Barnwell County,5888,36.8,6064,37.7,4841,29.2
South Carolina,45013,Beaufort County,29141,22,29059,22.5,19760,20.2
South Carolina,45015,Berkeley County,49340,35,50270,36.5,28850,27.8
South Carolina,45017,Calhoun County,4108,35.3,4157,36.2,3444,30.4
South Carolina,45019,Charleston County,70592,24.6,70167,25,55720,23.3
South Carolina,45021,Cherokee County,14946,36.5,14110,34.6,10960,28.2
South Carolina,45023,Chester County,8798,36.1,9388,38.6,7380,30.6
South Carolina,45025,Chesterfield County,11949,34.8,11773,34.4,8603,27.5
South Carolina,45027,Clarendon County,11070,42.3,10409,39.8,6513,27.1
South Carolina,45029,Colleton County,11022,39,11222,39.6,8606,30.5
South Carolina,45031,Darlington County,19004,37.7,17879,35.6,14590,29.9
South Carolina,45033,Dillon County,8385,37.4,8658,38.6,6580,30.3
South Carolina,45035,Dorchester County,35270,33.9,31405,31,20130,26.4
South Carolina,45037,Edgefield County,6714,32.7,6609,32.3,5157,27.3
South Carolina,45039,Fairfield County,7346,41.3,7105,40.1,5675,32.2
South Carolina,45041,Florence County,34647,34.1,36941,36.6,25690,27.5
South Carolina,45043,Georgetown County,14457,30.8,15618,33.6,11430,25.7
South Carolina,45045,Greenville County,98409,28.1,97777,28.5,66030,22.5
South Carolina,45047,Greenwood County,17224,33.5,16985,33.1,13560,27.7
South Carolina,45049,Hampton County,6422,42,6404,41.4,4773,31.2
South Carolina,45051,Horry County,67552,29.8,63089,28.7,40430,24.2
South Carolina,45053,Jasper County,7435,37,7422,38.6,4766,31.2
South Carolina,45055,Kershaw County,14698,31.7,14093,30.8,10910,27
South Carolina,45057,Lancaster County,19130,31.3,19467,32.6,12380,26.8
South Carolina,45059,Laurens County,20166,40.8,18883,38.4,15490,30.2
South Carolina,45061,Lee County,6265,44.3,6243,43.9,4642,30.6
South Carolina,45063,Lexington County,67721,33.4,63255,31.7,44830,26.7
South Carolina,45065,McCormick County,2986,35.2,2874,34,2367,29.3
South Carolina,45067,Marion County,9468,39.9,9369,39.2,7853,31.3
South Carolina,45069,Marlboro County,8477,39.2,8083,37.4,6406,31.1
South Carolina,45071,Newberry County,10013,35.5,9362,33.4,8060,29.4
South Carolina,45073,Oconee County,16270,28,16881,29.3,13020,24.8
South Carolina,45075,Orangeburg County,28108,41.9,27397,40.6,23110,35.2
South Carolina,45077,Pickens County,26925,30.2,27215,30.6,18700,22.4
South Carolina,45079,Richland County,95025,32.6,91791,31.9,59290,24.6
South Carolina,45081,Saluda County,5406,35.6,5413,36,3741,26.8
South Carolina,45083,Spartanburg County,65083,30.5,62097,29.4,48740,25.2
South Carolina,45085,Sumter County,26998,34.4,26972,34.5,21510,29.1
South Carolina,45087,Union County,7852,36.9,7894,36.8,6244,29.3
South Carolina,45089,Williamsburg County,10631,42.5,10767,42.7,8348,32.9
South Carolina,45091,York County,50845,29.4,48366,28.6,33790,25.5
South Dakota,46003,Aurora County,543,28,599,30.7,551.3,26.5
South Dakota,46005,Beadle County,4228,32,4113,31.5,3422,28.6
South Dakota,46007,Bennett County,796,36.6,788,36.5,733.6,33
South Dakota,46009,Bon Homme County,1629,29.6,1804,32.8,1396,25.3
